X,Y,id,
537829.933350921,5358268.91248792,29575
537229.834241944,5358209.41768007,41231
537443.717384677,5358141.81653679,7457
538144.12260881,5357978.46460838,8125
537623.867924586,5357938.67379357,17828
538513.876389216,5357461.65970422,8239
537553.471774138,5357166.72397776,25624
538161.880942895,5357029.05659726,8235
538125.089956231,5357023.4130314,8083
538229.76032532,5357017.17549184,8224
537920.223196281,5356975.82182645,8113
545874.932736498,5346783.55380231,26428
537804.798444496,5356882.85271705,8089
537225.147950215,5356789.94506341,20045
537785.500029007,5356560.53184515,7798
536655.9836,5359390.0391,1129
546185.12190392,5351591.73849358,27838
544742.312416059,5351597.43999217,26238
545720.1261,5349834.6224,3530
547503.4492,5352414.0325,3000
547630.7832,5352512.4159,2991
545710.9843,5349818.3033,3547
545646.1785,5349768.7584,3549
545462.719232123,5349471.86450307,18736
546177.911533181,5349423.1358749,19154
546898.595659086,5349374.91948367,23711
545638.7097,5349702.5765,3545
545333.1977,5348955.5052,4058
546724.740375306,5349228.44841909,16305
546746.612687178,5349226.85639623,28072
544819.521784365,5351177.3984025,11173
545069.279702133,5351189.66007629,11190
546957.188231664,5351208.9256176,17073
547160.765706047,5351170.39247341,6045
544647.018334792,5351221.54285537,11201
546287.470161966,5351148.53434722,14833
546359.375917224,5351159.27504391,14849
545511.008787956,5351139.2625092,38355
545100.249301106,5351149.37411994,40048
544803.293727138,5351136.64382041,11131
544791.808872165,5351138.66997504,5597
545413.7838,5351017.8476,2884
545409.9463,5351029.456,2883
545405.2347,5351068.1786,2879
545403.6298,5351093.2075,2877
546475.640838764,5351943.47387812,15862
544743.787500867,5351905.42892819,10487
545422.3944,5351108.356,2876
545443.7318,5351125.3702,2875
543223.4867,5344341.4228,4882
545846.203213884,5351112.59226425,6157
546788.269441569,5351102.38956284,14808
546385.654899298,5348438.89344122,19250
545591.546615347,5348200.63311345,18841
545358.343967239,5351047.05558777,18680
545513.742210051,5351091.9622627,35997
545362.9901,5350762.5397,2849
545910.6408,5350916.3224,3122
545932.0793,5350960.0295,3119
546546.741061079,5351045.62417751,14760
546884.8204,5350592.7037,3465
546891.8219,5350603.2386,3461
546915.3119,5350662.7337,3457
546720.6507,5351521.2775,3067
546649.2835,5351355.2337,3076
545340.471603763,5351021.84184225,18593
545410.508881316,5347986.93907453,11677
