X,Y,id
544306.5726,5343862.983,111
544281.1738,5343864.796,112
544302.5623,5343865.01,113
544306.3957,5343866.148,114
544397.8071,5343868.118,115
544223.1006,5343869.215,116
544484.2081,5343869.269,117
544289.7925,5343873.76,118
544304.1227,5343874.721,119
544352.6436,5343875.043,120
544306.012,5343875.58,121
544432.7259,5343875.886,122
544211.012,5343878.096,123
544475.0233,5343881.073,124
544393.4806,5343881.403,125
544315.4895,5343882.766,126
544441.7888,5343885.336,127
544213.5779,5343886.266,128
544965.1068,5343144.54,129
544950.3247,5343144.576,130
544942.8609,5343157.2,131
544965.303,5343157.308,132
544933.6294,5343168.911,133
544958.0499,5343169.813,134
544921.6046,5343177.877,135
544966.2045,5343180.468,136
544854.414,5343183.405,137
544909.5798,5343186.844,138
544967.8614,5343190.575,139
544896.9177,5343194.861,140
544861.8122,5343195.025,141
544963.0048,5343201.664,142
544884.0156,5343202.509,143
544866.6945,5343207.675,144
544951.2609,5343208.988,145
544871.4644,5343210.716,146
544869.1827,5343212.144,147
544940.0068,5343216.18,148
544856.5944,5343220.023,149
544928.7137,5343225.313,150
544773.8126,5343227.855,151
544843.9412,5343228.036,152
544859.1158,5343229.927,153
544917.914,5343233.073,154
544775.4855,5343234.474,155
544760.8459,5343235.32,156
544831.1857,5343235.871,157
544870.9269,5343238.395,158
544906.5561,5343242.428,159
544818.8185,5343244.357,160
544749.5497,5343245.148,161
544901.1464,5343246.668,162
544782.3371,5343247.298,163
544805.7665,5343251.715,164
544737.7011,5343254.254,165
544801.1148,5343255.377,166
544889.0232,5343255.502,167
544801.5034,5343256.222,168
544787.3828,5343260.11,169
544786.7806,5343260.317,170
544881.8868,5343260.701,171
544725.9237,5343263.425,172
544812.6128,5343263.894,173
544868.2242,5343266.526,174
544826.0845,5343267.671,175
544774.1438,5343268.396,176
544856.6654,5343269.185,177
544723.9304,5343270.682,178
544714.4855,5343273.01,179
544843.499,5343274.467,180
544761.548,5343276.538,181
544829.4143,5343278.864,182
544703.1759,5343282.86,183
544748.3803,5343283.713,184
544729.4494,5343284.264,185
544735.0296,5343290.527,186
544734.0212,5343291.002,187
544692.1686,5343293.048,188
544720.4303,5343297.348,189
544706.7819,5343303.569,190
544775.4634,5343304.742,191
544688.7344,5343305.883,192
544692.189,5343306.371,193
544688.8738,5343306.752,194
544763.7183,5343313.654,195
544676.2436,5343313.756,196
544672.0737,5343317.654,197
544752.9387,5343321.853,198
544675.8648,5343326.735,199
544661.0815,5343327.84,200
544742.2656,5343331.384,201
544685.6881,5343337.79,202
544650.3367,5343338.306,203
544730.6868,5343340.777,204
544698.0636,5343345.911,205
544699.8927,5343346.587,206
544698.7031,5343348.215,207
544718.5267,5343349.337,208
544723.6897,5343349.695,209
544640.7791,5343349.857,210
544712.4527,5343354.639,211
544637.3843,5343354.66,212
544638.7176,5343355.266,213
544714.3263,5343355.827,214
544717.7845,5343359.884,215
544651.7333,5343361.323,216
544702.2516,5343362.648,217
544664.4922,5343365.576,218
544710.7415,5343365.981,219
544628.7264,5343366.909,220
544703.8347,5343367.059,221
544672.4061,5343374.321,222
544712.1747,5343379.07,223
544620.3855,5343379.371,224
544725.1904,5343386.251,225
544612.4052,5343392.071,226
544738.7228,5343392.705,227
545148.6288,5343403.083,228
544604.4687,5343404.759,229
545133.7616,5343404.943,230
545032.4438,5343406.925,231
545119.0524,5343406.982,232
545077.805,5343408.469,233
544601.8743,5343409.226,234
545016.7228,5343411.48,235
544604.8977,5343411.91,236
545021.3353,5343412.358,237
545021.2605,5343412.576,238
545109.8148,5343416.628,239
545087.1202,5343417.672,240
544616.9611,5343418.825,241
544804.3256,5343419.68,242
544789.5597,5343419.705,243
544594.5425,5343422.312,244
544629.4156,5343423.45,245
545097.8244,5343423.796,246
544817.6331,5343424.553,247
545097.261,5343425.128,248
545022.9465,5343427.045,249
544591.755,5343427.444,250
545008.8877,5343430.765,251
545059.7979,5343431.259,252
544599.4819,5343431.501,253
544830.1499,5343431.903,254
545045.588,5343432.3,255
544994.0024,5343432.422,256
545074.2168,5343432.5,257
544979.0097,5343432.552,258
544964.3022,5343434.446,259
545093.8221,5343434.802,260
544634.7301,5343435.608,261
544949.5363,5343436.98,262
545096.0696,5343437.435,263
545086.7707,5343437.503,264
545091.2998,5343437.605,265
545110.3284,5343437.848,266
544612.443,5343438.718,267
544843.0374,5343438.728,268
545141.3662,5343439.152,269
545126.7051,5343439.847,270
545124.3424,5343439.874,271
544584.8108,5343440.738,272
544636.5483,5343442.529,273
544936.1552,5343442.752,274
545094.5948,5343443.827,275
544856.3317,5343443.866,276
545083.6125,5343446.284,277
544789.8122,5343446.534,278
544922.9295,5343449.204,279
544869.5309,5343450.243,280
545129.21,5343450.788,281
544579.5344,5343451.727,282
544581.504,5343452.17,283
544745.2286,5343453.482,284
545071.3179,5343454.157,285
544908.9283,5343454.518,286
544638.7866,5343454.995,287
544595.3921,5343455.863,288
544609.6597,5343457.057,289
545093.452,5343457.419,290
544881.968,5343458.101,291
544717.5529,5343458.17,292
544785.0071,5343458.629,293
545059.7417,5343460.591,294
545138.6725,5343461.101,295
544896.3845,5343462.349,296
544754.9202,5343462.951,297
544573.4746,5343465.29,298
545065.1778,5343466.025,299
545049.0526,5343466.182,300
545041.5175,5343466.89,301
544889.8862,5343467.089,302
544635.5043,5343467.572,303
544791.681,5343470.694,304
544716.0158,5343472.098,305
545143.4479,5343473.348,306
544877.4384,5343474.015,307
545030.6184,5343474.915,308
545053.7435,5343477.747,309
544755.1023,5343477.917,310
544567.3559,5343478.985,311
545070.6497,5343479.664,312
544866.7307,5343483.535,313
544707.7593,5343483.655,314
544793.1317,5343484.995,315
545141.9872,5343486.444,316
544999.4927,5343487.71,317
544782.478,5343490.192,318
545011.6996,5343491.046,319
544757.2847,5343492.298,320
544855.7959,5343492.661,321
544985.882,5343492.952,322
544770.5105,5343494.643,323
544716.8699,5343497.347,324
544710.2182,5343497.458,325
544972.6579,5343498.628,326
544895.098,5343499.925,327
544844.5624,5343500.708,328
544923.9653,5343501.172,329
544842.1256,5343501.316,330
544909.7482,5343501.538,331
545019.6013,5343502.32,332
544881.6124,5343502.416,333
544761.5788,5343502.937,334
544960.4821,5343504.406,335
545030.2516,5343504.703,336
544708.0641,5343505.794,337
545120.2228,5343505.934,338
544937.3591,5343506.371,339
544941.1901,5343506.433,340
545099.3958,5343506.47,341
544956.1667,5343507.222,342
544840.2578,5343507.408,343
544846.9707,5343508.043,344
544833.1012,5343509.084,345
545043.9389,5343509.187,346
544923.5368,5343510.663,347
544928.6702,5343511.529,348
545013.1087,5343511.969,349
544701.3097,5343512.768,350
545108.4444,5343512.792,351
545013.5425,5343513.042,352
544871.5165,5343513.124,353
544910.2969,5343515.858,354
545105.3168,5343516.193,355
544766.0088,5343516.368,356
544857.8487,5343517.232,357
544961.9878,5343517.58,358
544844.2569,5343518.097,359
544923.863,5343519.101,360
544703.0019,5343519.615,361
545008.7185,5343520.337,362
545008.682,5343520.377,363
545023.365,5343520.811,364
545008.7128,5343521.306,365
544826.6228,5343521.416,366
545052.0436,5343521.43,367
545064.6068,5343524.682,368
545037.2004,5343525.542,369
544848.7709,5343525.697,370
544776.4108,5343526.58,371
545099.7122,5343526.808,372
544609.6046,5343527.392,373
544817.3048,5343529.011,374
544909.0729,5343529.823,375
544998.4388,5343530.525,376
544968.1841,5343530.84,377
544744.328,5343531.047,378
544709.2593,5343531.298,379
544821.6347,5343532.217,380
545017.1825,5343532.388,381
544922.6865,5343533.045,382
544998.9559,5343535.373,383
544976.9111,5343536.694,384
545088.8004,5343537.064,385
544725.4599,5343538.675,386
544601.9444,5343538.828,387
545030.1768,5343539.373,388
544968.7791,5343539.422,389
545004.9743,5343539.894,390
544777.0963,5343539.983,391
545150.1671,5343540.227,392
544808.3588,5343540.863,393
544991.4796,5343540.944,394
544830.3761,5343541.332,395
544999.3545,5343541.858,396
544736.9811,5343542.333,397
544715.3857,5343543.424,398
544728.3319,5343543.82,399
544908.8734,5343543.902,400
544929.6025,5343544.337,401
544579.7456,5343544.518,402
545076.6033,5343545.228,403
544591.3287,5343547.633,404
544566.2166,5343548.247,405
544878.1812,5343549.026,406
544968.7783,5343552.074,407
545141.6521,5343552.16,408
544836.5478,5343552.212,409
544802.5196,5343553.412,410
544774.6775,5343553.49,411
544998.3125,5343553.709,412
544721.3084,5343555.353,413
544659.9399,5343556.398,414
544716.0131,5343556.648,415
545068.8284,5343556.85,416
544911.7655,5343558.199,417
544849.7989,5343558.341,418
544721.7915,5343559.014,419
545135.0823,5343559.239,420
544871.2644,5343559.241,421
544719.2188,5343559.29,422
545128.0986,5343561.053,423
544863.5253,5343562.101,424
544670.3477,5343562.815,425
544794.2208,5343563.77,426
544726.0958,5343564.017,427
545060.3967,5343564.823,428
544783.2618,5343565.501,429
545147.9035,5343565.652,430
544709.3279,5343567.29,431
544868.8131,5343568.714,432
544730.5983,5343569.468,433
545034.0222,5343569.667,434
544917.9387,5343569.956,435
544724.0275,5343570.603,436
544679.2859,5343570.912,437
545117.6433,5343571.049,438
544976.2834,5343571.178,439
545019.9435,5343571.859,440
545041.1911,5343572.779,441
545050.9393,5343575.239,442
544790.3296,5343576.382,443
544636.5447,5343576.629,444
544965.1906,5343577.819,445
544792.7853,5343578.007,446
544876.3316,5343578.945,447
544688.9996,5343579.256,448
544702.4984,5343579.402,449
544988.1398,5343580.781,450
545110.081,5343580.983,451
545049.8717,5343582.396,452
544700.5206,5343582.469,453
545051.4179,5343583.038,454
544700.0884,5343583.422,455
544803.3213,5343584.28,456
544648.3252,5343584.535,457
544929.7628,5343585.531,458
545103.1489,5343586.65,459
544915.2004,5343588.374,460
544782.5002,5343588.955,461
544850.4271,5343589.182,462
544900.6797,5343589.189,463
544836.5434,5343589.54,464
544957.7755,5343590.622,465
544883.8423,5343590.677,466
544821.636,5343590.791,467
544660.1544,5343591.892,468
544982.8276,5343592.77,469
544863.1783,5343593.223,470
544809.165,5343595.722,471
544703.8466,5343595.771,472
545092.0727,5343596.035,473
545057.9606,5343596.186,474
544896.3609,5343597.899,475
544684.7929,5343600.905,476
544774.7875,5343601.546,477
544874.3378,5343601.886,478
544910.5423,5343602.011,479
545006.6427,5343602.037,480
544668.5479,5343603.218,481
544978.5237,5343603.58,482
544673.9589,5343603.63,483
544697.8017,5343604.426,484
544669.0922,5343604.587,485
544987.5075,5343604.885,486
544958.286,5343605.216,487
545082.4433,5343606.209,488
544570.888,5343606.87,489
544674.8398,5343607.796,490
544659.8351,5343607.889,491
544887.2097,5343608.222,492
544900.0871,5343608.975,493
544631.9818,5343609.093,494
545063.4374,5343609.776,495
544883.5336,5343610.44,496
544955.227,5343611.037,497
544646.2466,5343611.426,498
544955.5414,5343612.452,499
545005.9783,5343613.304,500
544970.8529,5343613.752,501
544583.8683,5343614.008,502
544707.4725,5343614.417,503
544768.4128,5343615.064,504
545073.5972,5343615.415,505
545004.8156,5343615.777,506
545000.0016,5343616.016,507
544962.2575,5343616.651,508
544889.0294,5343616.741,509
544887.5893,5343617.463,510
544946.6699,5343620.847,511
544678.7296,5343621.257,512
545073.5832,5343622.244,513
544988.3226,5343622.513,514
544719.0493,5343623.327,515
545040.1625,5343624.628,516
544875.0915,5343625.522,517
545012.6643,5343626.237,518
544967.5224,5343626.633,519
544759.5695,5343627.12,520
545049.5767,5343628.185,521
545062.4125,5343628.637,522
544755.2504,5343628.665,523
544758.154,5343629.575,524
544731.8084,5343629.859,525
544849.0669,5343633.523,526
545047.7373,5343634.163,527
544939.8104,5343634.187,528
544939.0627,5343635.641,529
544744.2341,5343637.517,530
545021.0508,5343638.062,531
544873.0203,5343639.208,532
544943.8343,5343640.221,533
545033.1364,5343641.212,534
545035.8557,5343642.018,535
544754.3713,5343644.044,536
544857.8619,5343644.476,537
544869.7113,5343645.244,538
544955.2708,5343646.521,539
544626.7095,5343646.863,540
544930.5575,5343647.892,541
545025.3365,5343652.048,542
544744.6694,5343655.362,543
544637.4447,5343655.668,544
544885.7511,5343657.247,545
544833.6743,5343658.204,546
544866.4235,5343659.026,547
544921.0076,5343659.051,548
545013.1914,5343659.584,549
544983.5512,5343659.637,550
544624.8264,5343662.601,551
544916.8876,5343664.393,552
544875.7836,5343665.194,553
544641.2756,5343666.128,554
544638.7567,5343666.316,555
544734.9648,5343666.796,556
544993.4917,5343667.191,557
544922.1764,5343667.581,558
544860.6383,5343668.612,559
544861.1239,5343668.704,560
544942.5243,5343668.799,561
544872.3008,5343668.94,562
545007.1032,5343670.045,563
544935.7001,5343670.875,564
544998.9358,5343671.449,565
544832.6782,5343671.48,566
544881.7855,5343671.724,567
544651.3615,5343674.59,568
544907.2377,5343675.212,569
544724.7664,5343677.793,570
544820.4363,5343678.033,571
544851.5187,5343680.449,572
544991.0201,5343683.937,573
544933.0009,5343684.676,574
544657.9637,5343687.627,575
544713.5926,5343687.795,576
544900.1983,5343688.255,577
544602.6977,5343688.95,578
544819.9508,5343691.163,579
544845.4096,5343693.028,580
544985.4422,5343694.584,581
544700.6485,5343695.126,582
544833.4233,5343699.145,583
544689.7153,5343699.791,584
544972.327,5343700.368,585
544660.3349,5343700.451,586
544608.8727,5343700.571,587
544891.8193,5343700.574,588
544599.0971,5343702.428,589
544821.072,5343703.398,590
544676.2698,5343705.378,591
544622.1174,5343705.667,592
544563.7499,5343705.698,593
544696.0385,5343706.687,594
544942.1059,5343707.23,595
544667.7047,5343707.261,596
544881.5755,5343709.926,597
544653.6639,5343709.986,598
544962.7716,5343711.225,599
544638.8556,5343712.048,600
544810.584,5343712.557,601
544605.9527,5343713.688,602
544895.9892,5343716.452,603
544705.446,5343716.528,604
544625.1342,5343717.014,605
544624.8487,5343717.272,606
544889.879,5343718.805,607
544958.9605,5343718.849,608
544948.3261,5343719.16,609
544871.1976,5343720.271,610
544799.8009,5343721.038,611
544614.9843,5343722.634,612
544857.9541,5343726.009,613
544889.5838,5343726.948,614
544854.7461,5343729.548,615
544953.244,5343729.824,616
544570.4119,5343730.566,617
544602.8766,5343731.488,618
544859.5658,5343732.204,619
544871.266,5343733.023,620
544794.9142,5343734.118,621
544782.6781,5343737.699,622
544843.6826,5343739.434,623
544996.385,5343740.585,624
544591.9732,5343741.766,625
544948.3995,5343742.347,626
544573.2018,5343743.344,627
544772.2478,5343745.082,628
544831.3467,5343745.821,629
544934.698,5343745.824,630
545007.032,5343750.324,631
544758.6796,5343750.734,632
544889.8619,5343751.441,633
544581.3363,5343752.324,634
544819.7934,5343754.633,635
544576.273,5343755.436,636
545020.4967,5343756.143,637
544926.1243,5343756.799,638
544580.3229,5343758.204,639
544749.3867,5343761.007,640
544898.4425,5343761.193,641
545031.4855,5343762.947,642
545036.1941,5343766.969,643
544811.8804,5343767.089,644
544918.9306,5343768.289,645
544590.8356,5343768.467,646
544569.1994,5343768.647,647
544797.6757,5343769.593,648
544783.1442,5343770.878,649
544898.8226,5343773.47,650
544743.0446,5343774.351,651
544769.428,5343774.362,652
544917.0028,5343780.732,653
544904.0399,5343780.748,654
544907.7818,5343783.254,655
544766.0053,5343787.14,656
544739.9019,5343788.634,657
544566.131,5343790.19,658
544903.6694,5343796.388,659
544664.436,5343797.466,660
544762.2512,5343799.814,661
544572.0831,5343801.787,662
544734.7737,5343801.874,663
544840.1739,5343803.075,664
544890.71,5343803.143,665
544780.0026,5343805.646,666
544761.0481,5343806.668,667
544765.3591,5343806.669,668
544749.1808,5343808.386,669
544731.9902,5343809.567,670
544665.8162,5343810.458,671
544879.4893,5343812.651,672
544737.1867,5343812.681,673
544577.3731,5343812.931,674
544591.1382,5343815.488,675
544843.5803,5343816.547,676
544642.8697,5343816.836,677
544716.5925,5343817.959,678
544674.4087,5343819.71,679
544702.5983,5343820.661,680
544725.6289,5343821.748,681
544688.1659,5343822.992,682
544855.6217,5343823.161,683
544725.6861,5343823.866,684
544644.185,5343824.358,685
544674.4586,5343824.551,686
544602.2541,5343824.99,687
544873.7739,5343825.296,688
544887.915,5343826.046,689
544665.2387,5343826.581,690
544972.2688,5343826.792,691
544902.0051,5343828.936,692
544651.0683,5343829.698,693
544874.3582,5343832.294,694
544865.2818,5343832.356,695
544959.6263,5343833.984,696
544944.638,5343834.379,697
544915.7488,5343834.933,698
544981.3828,5343835.072,699
544719.7295,5343835.74,700
544601.3868,5343837.712,701
544930.1239,5343838.012,702
544973.4327,5343847.308,703
544712.7133,5343847.847,704
544975.6373,5343860.563,705
544708.4636,5343862.143,706
544958.1153,5343864.978,707
545084.6497,5343865.787,708
545093.0361,5343869.254,709
545152.0587,5343871.633,710
544973.8169,5343871.743,711
545107.7076,5343871.923,712
544970.7006,5343872.146,713
545122.3478,5343874.411,714
545137.3391,5343874.464,715
544701.6913,5343875.516,716
544975.2555,5343877.358,717
544744.9947,5343880.475,718
544731.1659,5343881.902,719
544658.8707,5343886.438,720
544718.1007,5343887.467,721
545084.6631,5343795.046,722
545028.4379,5343871.511,723
544763.1694,5343405.139,724
545113.1063,5343809.813,725
545643.0714,5343185.434,726
545632.5052,5343187.001,727
545618.3869,5343187.003,728
545654.6498,5343193.65,729
545612.4772,5343197.876,730
545692.6598,5343201.781,731
545600.4329,5343204.082,732
545600.3392,5343204.856,733
545603.3765,5343206.112,734
545586.4669,5343208.094,735
545738.7806,5343209.97,736
545730.1862,5343210.777,737
545699.0213,5343214.421,738
545721.0965,5343217.631,739
545575.8804,5343217.842,740
545573.9719,5343220.031,741
545579.9285,5343222.338,742
545708.1717,5343224.123,743
545565.0998,5343230.32,744
545621.7826,5343231.628,745
545552.9536,5343238.831,746
545630.4663,5343242.234,747
545639.3377,5343242.477,748
545631.1322,5343243.856,749
545606.9313,5343250.753,750
545545.883,5343250.986,751
545592.4615,5343251.891,752
545621.1495,5343252.801,753
545621.7147,5343253.493,754
545581.372,5343261.618,755
545539.2919,5343264.14,756
545629.1191,5343265.916,757
545649.8585,5343265.976,758
545636.4418,5343267.497,759
545528.7381,5343270.686,760
545569.7016,5343270.769,761
545633.7006,5343271.184,762
545502.1309,5343272.779,763
545514.4686,5343276.23,764
545524.3289,5343277.014,765
545557.1175,5343278.121,766
545537.3128,5343280.099,767
545561.9263,5343281.225,768
545549.2232,5343282.783,769
545575.7695,5343283.508,770
545499.6421,5343283.635,771
545638.2095,5343284.292,772
545505.459,5343287.2,773
545497.9175,5343287.562,774
545642.6409,5343296.746,775
545643.6633,5343297.703,776
545514.6142,5343297.844,777
545517.5279,5343311.045,778
545471.4512,5343316.995,779
545457.3452,5343320.806,780
545445.1561,5343324.43,781
545431.6471,5343329.768,782
545510.2958,5343330.848,783
545469.1562,5343337.505,784
545421.9518,5343340.257,785
545503.6001,5343341.258,786
545408.2208,5343345.559,787
545394.5284,5343347.768,788
545394.2064,5343347.914,789
545388.158,5343348.327,790
545475.1567,5343349.097,791
545374.3671,5343349.766,792
545497.1908,5343352.388,793
545272.1486,5343353.308,794
545360.6706,5343353.709,795
545286.8729,5343353.869,796
545417.6877,5343354.628,797
545261.6087,5343355.437,798
545431.1709,5343355.842,799
545346.5176,5343355.992,800
545402.7919,5343356.135,801
545332.3038,5343356.748,802
545395.3624,5343356.892,803
545317.5708,5343357.561,804
545470.3711,5343359.092,805
545303.2267,5343359.757,806
545247.7627,5343360.131,807
545288.6134,5343360.418,808
545273.8972,5343360.881,809
545477.8799,5343362.522,810
545381.6898,5343362.831,811
545248.6275,5343362.977,812
545262.3208,5343364.38,813
545490.1478,5343364.709,814
545243.0095,5343365.392,815
545475.7807,5343367.619,816
545230.8122,5343372.615,817
545479.7457,5343372.846,818
545372.4662,5343373.848,819
545359.8159,5343374.3,820
545262.3929,5343375.028,821
545374.3709,5343375.148,822
545476.9745,5343378.102,823
545217.3724,5343378.76,824
545345.7022,5343378.851,825
545331.145,5343381.351,826
545387.6557,5343381.874,827
545317.0594,5343385.746,828
545316.5196,5343386.082,829
545205.8773,5343386.647,830
545262.4521,5343387.029,831
545318.8626,5343388.479,832
545485.9571,5343388.988,833
545276.1849,5343389.478,834
545303.5444,5343393.594,835
545394.8548,5343394.702,836
545197.3503,5343395.614,837
545211.7683,5343396.271,838
545225.9953,5343397.335,839
545491.452,5343397.955,840
545286.3287,5343398.52,841
545163.0915,5343400.075,842
545325.2847,5343400.418,843
545292.3299,5343400.509,844
545500.2922,5343401.872,845
545288.7249,5343402.021,846
545176.1387,5343404.196,847
545275.6723,5343404.667,848
545501.2365,5343404.743,849
545265.9701,5343408.365,850
545391.1887,5343408.401,851
545334.9151,5343409.702,852
545349.813,5343409.703,853
545252.7294,5343411.988,854
545297.2075,5343412.362,855
545241.8043,5343419.327,856
545271.531,5343420.634,857
545391.2371,5343422.33,858
545305.2604,5343424.339,859
545234.0107,5343427.329,860
545223.5621,5343427.872,861
545441.2827,5343430.711,862
545276.8342,5343432.317,863
545455.7959,5343434.363,864
545399.2549,5343434.949,865
545429.1977,5343435.903,866
545212.8931,5343437.512,867
545199.3056,5343438.439,868
545422.4231,5343438.675,869
545170.4003,5343438.818,870
545238.4362,5343438.923,871
545289.2227,5343439.37,872
545184.975,5343440.082,873
545428.8799,5343441.571,874
545409.926,5343441.729,875
545155.8333,5343442.198,876
545300.8531,5343445.961,877
545257.5819,5343446.27,878
545244.5981,5343448.348,879
545437.119,5343449.036,880
545241.7414,5343460.368,881
545241.7214,5343463.102,882
545245.6083,5343463.45,883
545238.7484,5343468.33,884
545245.7251,5343470.502,885
545254.2954,5343471.394,886
545225.7414,5343473.528,887
545222.4434,5343478.075,888
545227.2394,5343482.713,889
545212.7576,5343487.784,890
545201.8566,5343496.307,891
545227.7518,5343496.41,892
545200.4991,5343504.608,893
545206.4716,5343505.156,894
545203.1299,5343509.692,895
545232.3972,5343509.902,896
545189.0303,5343513.622,897
545239.7074,5343521.334,898
545176.8545,5343522.07,899
545174.8228,5343522.941,900
545172.4039,5343524.282,901
545247.8538,5343533.781,902
545162.4968,5343534.316,903
545157.763,5343575.513,904
545171.2887,5343580.301,905
545172.623,5343594.357,906
545170.8533,5343605.171,907
545178.4213,5343616.558,908
545187.0199,5343621.754,909
545226.3481,5343693.456,910
545230.612,5343701.211,911
545236.3203,5343703.994,912
545247.9921,5343710.89,913
545254.7284,5343714.363,914
545247.4183,5343717.257,915
545246.3543,5343731.911,916
545243.9285,5343746.378,917
545241.7828,5343760.181,918
545239.3071,5343774.102,919
545237.0935,5343788.582,920
545232.7693,5343801.039,921
545225.3141,5343811.342,922
545230.3547,5343812.543,923
545241.502,5343816.895,924
545254.8085,5343849.578,925
545241.2502,5343849.798,926
545229.1105,5343858.594,927
545176.7386,5343863.07,928
545165.6595,5343865.528,929
545190.121,5343867.584,930
545217.1323,5343867.617,931
545203.9958,5343872.817,932
545204.7028,5343873.951,933
545169.1928,5343879.614,934
545218.0796,5343880.733,935
545232.1839,5343884.944,936
546139.1039,5342933.536,937
546145.3314,5342961.578,938
546150.772,5342987.054,939
545981.349,5342998.337,940
545990.8955,5343015.78,941
545997.3892,5343030.002,942
545807.7815,5343127.846,943
545826.7908,5343144.389,944
545839.0186,5343158.784,945
545755.4939,5343219.334,946
545772.403,5343230.506,947
545668.057,5343307.919,948
545681.3174,5343321.191,949
545523.57,5343417.833,950
545539.1187,5343434.348,951
545478.8012,5343453.227,952
545458.5165,5343464.841,953
545495.6793,5343467.008,954
545474.4655,5343480.015,955
545270.2113,5343564.506,956
545295.071,5343587.541,957
545319.2465,5343607.155,958
545217.4167,5343659.948,959
546213.8309,5342901.28,960
546214.7047,5342950.952,961
546215.5564,5342999.365,962
546291.5251,5342863.488,963
546257.5591,5342883.589,964
546319.8185,5342947.678,965
546268.1114,5342950.962,966
546268.9231,5343011.029,967
546315.678,5343037.388,968
543096.1777,5344801.446,969
543082.5739,5344807.487,970
543070.2607,5344815.388,971
543057.027,5344821.525,972
543055.169,5344822.155,973
544037.5939,5344186.255,974
544029.8295,5344199.063,975
544021.2039,5344211.325,976
544012.1291,5344223.269,977
544003.0122,5344235.179,978
543993.4698,5344246.744,979
543983.1153,5344257.533,980
543972.875,5344268.489,981
543962.0772,5344278.875,982
543950.3707,5344288.18,983
543939.0089,5344297.974,984
543927.4778,5344307.566,985
543915.8253,5344317.011,986
543904.0882,5344326.351,987
543892.2206,5344335.525,988
543880.3455,5344344.689,989
543868.5098,5344353.903,990
543857.0983,5344363.635,991
543845.7866,5344373.486,992
543834.3104,5344382.954,993
543822.4606,5344392.15,994
543810.2061,5344400.794,995
543807.0945,5344402.933,996
543794.4889,5344411.039,997
543829.0658,5344412.562,998
543809.5695,5344414.667,999
543816.3422,5344417.923,1000
543781.3358,5344418.249,1001
543768.1318,5344425.364,1002
543809.9206,5344429.11,1003
543754.7442,5344432.129,1004
543741.3499,5344438.881,1005
